Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
133104-139284,RB,Frank,Frank Gore Jr.,Gore Jr.,0.550000011920929,2,4000,BUF@HOU,BUF,HOU,,,,,,RB/FLEX
133104-110617,WR,Isaiah,Isaiah Neyor,Neyor,,0,4000,GB@MIN,GB,MIN,,,,,,WR/FLEX
133104-110616,TE,Treyton,Treyton Welch,Welch,,0,4000,NO@DET,NO,DET,,,,,,TE/FLEX
133104-152603,RB,Anthony,Anthony Tyus III,Tyus III,,0,4000,CHI@CAR,CAR,CHI,,,,,,RB/FLEX
133104-243751,WR,Treyvhon,Treyvhon Saunders,Saunders,,0,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-243750,RB,Joshua,Joshua Pitsenberger,Pitsenberger,,0,4000,BUF@HOU,HOU,BUF,,,,,,RB/FLEX
133104-86055,RB,Dameon,Dameon Pierce,Pierce,0.7199999809265136,5,4000,WAS@PHI,PHI,WAS,Q,Hamstring,,,,RB/FLEX
133104-138277,WR,Jalen,Jalen Brooks,Brooks,1.149999976158142,4,4000,ARI@LAC,ARI,LAC,,,,,,WR/FLEX
133104-243752,WR,Daniel,Daniel Sobkowicz,Sobkowicz,,0,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-88109,RB,Gary,Gary Brightwell,Brightwell,0,2,4000,TB@CIN,CIN,TB,,,,,,RB/FLEX
133104-175154,TE,Jack,Jack Endries,Endries,,0,4000,TB@CIN,CIN,TB,,,,,,TE/FLEX
133104-152631,WR,Samori,Samori Toure,Toure,0.800000011920929,1,4000,WAS@PHI,PHI,WAS,,,,,,WR/FLEX
133104-129081,RB,Ahmani,Ahmani Marshall,Marshall,,0,4000,CLE@JAC,CLE,JAC,,,,,,RB/FLEX
133104-173113,RB,Eli,Eli Heidenreich,Heidenreich,,0,4000,ATL@PIT,PIT,ATL,,,,,,RB/FLEX
133104-155715,WR,Devonte,Devonte Ross,Ross,,0,4000,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133104-87109,WR,Bryce,Bryce Oliver,Oliver,1.2999999523162842,1,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133104-174148,RB,Carlos,Carlos Washington Jr.,Washington Jr.,,0,4000,MIA@LV,MIA,LV,,,,,,RB/FLEX
133104-168005,WR,CJ,CJ Williams,Williams,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133104-165962,TE,Nikola,Nikola Kalinic,Kalinic,0,2,4000,CHI@CAR,CHI,CAR,,,,,,TE/FLEX
133104-87117,TE,Brenden,Brenden Bates,Bates,1.3600000381469726,5,4000,CLE@JAC,CLE,JAC,,,,,,TE/FLEX
133104-141390,TE,Riley,Riley Nowakowski,Nowakowski,,0,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133104-65627,WR,Maurice,Maurice Alexander,Alexander,0,1,4000,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133104-152669,TE,Jameson,Jameson Geers,Geers,,0,4000,ARI@LAC,ARI,LAC,,,,,,TE/FLEX
133104-152675,WR,Brady,Brady Boyd,Boyd,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133104-154730,WR,Dean,Dean Patterson IV,Patterson IV,,0,4000,TB@CIN,TB,CIN,,,,,,WR/FLEX
133104-175211,WR,Cortez,Cortez Braham Jr.,Braham Jr.,,0,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133104-68714,TE,Ko,Ko Kieft,Kieft,0,1,4000,TB@CIN,TB,CIN,,,,,,TE/FLEX
133104-152681,WR,Le'Meke,Le'Meke Brockington,Brockington,,0,4000,ATL@PIT,ATL,PIT,Q,Undisclosed,,,,WR/FLEX
133104-86125,WR,Brandon,Brandon Smith,Smith,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133104-183404,TE,Josh,Josh Cuevas,Cuevas,,0,4000,BAL@IND,BAL,IND,,,,,,TE/FLEX
133104-140407,RB,Miles,Miles Davis,Davis,,0,4000,CHI@CAR,CAR,CHI,,,,,,RB/FLEX
133104-158836,RB,Lucas,Lucas Scott,Scott,,0,4000,BAL@IND,BAL,IND,,,,,,RB/FLEX
133104-68730,TE,Sean,Sean McKeon,McKeon,,0,4000,BAL@IND,IND,BAL,IR,Undisclosed,,,,TE/FLEX
133104-110721,WR,Dayton,Dayton Wade,Wade,,0,4000,BAL@IND,BAL,IND,Q,Undisclosed,,,,WR/FLEX
133104-94345,TE,Cole,Cole Turner,Turner,,0,4000,MIA@LV,MIA,LV,,,,,,TE/FLEX
133104-159883,RB,Cash,Cash Jones,Jones,,0,4000,ATL@PIT,ATL,PIT,,,,,,RB/FLEX
133104-87179,TE,Thomas,Thomas Yassmin,Yassmin,,0,4000,GB@MIN,GB,MIN,,,,,,TE/FLEX
133104-54426,TE,Andrew,Andrew Beck,Beck,2.2222222222222223,9,4000,NYJ@TEN,NYJ,TEN,,,,,,TE/FLEX
133104-94363,WR,Elijah,Elijah Cooks,Cooks,,0,4000,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133104-135321,WR,Mac,Mac Dalena,Dalena,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-139417,RB,Anderson,Anderson Castle,Castle,,0,4000,BAL@IND,IND,BAL,,,,,,RB/FLEX
133104-63646,TE,Lawrence,Lawrence Cager,Cager,,0,4000,WAS@PHI,WAS,PHI,,,,,,TE/FLEX
133104-135325,TE,Rivaldo,Rivaldo Fairweather,Fairweather,,0,4000,ARI@LAC,ARI,LAC,,,,,,TE/FLEX
133104-200865,RB,Coleman,Coleman Bennett,Bennett,,0,4000,CHI@CAR,CHI,CAR,,,,,,RB/FLEX
133104-157857,WR,Kyron,Kyron Hudson,Hudson,,0,4000,CHI@CAR,CHI,CAR,IR,Undisclosed,,,,WR/FLEX
133104-173230,TE,Josh,Josh Kattus,Kattus,,0,4000,TB@CIN,CIN,TB,,,,,,TE/FLEX
133104-201903,WR,Coleman,Coleman Owen,Owen,0,2,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133104-152749,TE,Chamon,Chamon Metayer,Metayer,,0,4000,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133104-105648,RB,Tyler,Tyler Goodson,Goodson,0.4199999809265137,10,4000,ATL@PIT,ATL,PIT,,,,,,RB/FLEX
133104-86203,WR,Justin,Justin Shorter,Shorter,0,1,4000,MIA@LV,LV,MIA,IR,Undisclosed,,,,WR/FLEX
133104-151737,TE,E.J.,E.J. Jenkins,Jenkins,2.3999999364217124,3,4000,WAS@PHI,PHI,WAS,,,,,,TE/FLEX
133104-151740,RB,Corey,Corey Kiner,Kiner,2.075000047683716,4,4000,ARI@LAC,ARI,LAC,,,,,,RB/FLEX
133104-154812,WR,Donaven,Donaven McCulley,McCulley,,0,4000,MIA@LV,MIA,LV,,,,,,WR/FLEX
133104-151744,WR,Chris,Chris Hilton Jr.,Hilton Jr.,,0,4000,GB@MIN,GB,MIN,,,,,,WR/FLEX
133104-158916,TE,Bauer,Bauer Sharp,Sharp,,0,4000,TB@CIN,TB,CIN,,,,,,TE/FLEX
133104-176325,TE,Jack,Jack Velling,Velling,,0,4000,ATL@PIT,ATL,PIT,,,,,,TE/FLEX
133104-70859,TE,Albert,Albert Okwuegbunam Jr.,Okwuegbunam Jr.,6.099999904632568,1,4000,MIA@LV,LV,MIA,,,,,,TE/FLEX
133104-170184,RB,Julius,Julius Chestnut,Chestnut,0.3076923076923077,13,4000,NYJ@TEN,TEN,NYJ,,,,,,RB/FLEX
133104-152784,WR,Raylen,Raylen Sharpe,Sharpe,,0,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133104-171217,RB,Demond,Demond Claiborne,Claiborne,,0,4000,GB@MIN,MIN,GB,,,,,,RB/FLEX
133104-104661,TE,Patrick,Patrick Herbert,Herbert,,0,4000,CLE@JAC,JAC,CLE,,,,,,TE/FLEX
133104-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,,0,4000,MIA@LV,LV,MIA,,,,,,WR/FLEX
133104-167124,TE,Evan,Evan Svoboda,Svoboda,,0,4000,ARI@LAC,LAC,ARI,,,,,,TE/FLEX
133104-226525,WR,Chandler,Chandler Brayboy,Brayboy,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133104-170208,WR,Kaden,Kaden Davis,Davis,0,1,4000,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133104-88290,WR,Jeshaun,Jeshaun Jones,Jones,0,1,4000,GB@MIN,MIN,GB,,,,,,WR/FLEX
133104-169185,WR,Jamaal,Jamaal Pritchett,Pritchett,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133104-170214,WR,Dennis,Dennis Houston,Houston,,0,4000,TB@CIN,TB,CIN,,,,,,WR/FLEX
133104-130276,WR,Mason,Mason Kinsey,Kinsey,1.4500000476837158,4,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133104-168171,TE,Jaren,Jaren Kanak,Kanak,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,TE/FLEX
133104-110834,WR,Tahj,Tahj Washington,Washington,1.600000023841858,2,4000,MIA@LV,MIA,LV,,,,,,WR/FLEX
133104-139510,WR,Caullin,Caullin Lacy,Lacy,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133104-151799,WR,Jackson,Jackson Meeks,Meeks,,0,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133104-173300,WR,Octavian,Octavian Smith Jr.,Smith Jr.,,0,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133104-12540,D,Minnesota,Minnesota Vikings,Vikings,8,17,4000,GB@MIN,MIN,GB,,,,,,DEF
133104-92413,RB,Elijah,Elijah Mitchell,Mitchell,0,1,4000,WAS@PHI,PHI,WAS,Q,Undisclosed,,,,RB/FLEX
133104-61693,TE,Danny,Danny Pinter,Pinter,0,1,4000,BAL@IND,BAL,IND,,,,,,TE/FLEX
133104-71935,WR,Kendric,Kendric Pryor,Pryor,1.399999976158142,1,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133104-91401,WR,Ronnie,Ronnie Bell,Bell,4.650000095367432,2,4000,NO@DET,NO,DET,,,,,,WR/FLEX
133104-137485,WR,E.J.,E.J. Horton Jr.,Horton Jr.,,0,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133104-110868,RB,Josh,Josh Williams,Williams,0.550000011920929,2,4000,TB@CIN,TB,CIN,,,,,,RB/FLEX
133104-137495,RB,Kentrel,Kentrel Bullock,Bullock,,0,4000,TB@CIN,CIN,TB,,,,,,RB/FLEX
133104-157975,TE,Keleki,Keleki Latu,Latu,1.8333333333333333,3,4000,BUF@HOU,BUF,HOU,,,,,,TE/FLEX
133104-129302,WR,Stephen,Stephen Gosnell,Gosnell,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-157973,WR,J. Michael,J. Michael Sturdivant,Sturdivant,,0,4000,GB@MIN,GB,MIN,,,,,,WR/FLEX
133104-91428,WR,Tarik,Tarik Black,Black,,0,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133104-91443,TE,McCallan,McCallan Castles,Castles,,0,4000,GB@MIN,GB,MIN,,,,,,TE/FLEX
133104-137525,WR,Malick,Malick Meiga,Meiga,,0,4000,CHI@CAR,CAR,CHI,IR,Undisclosed,,,,WR/FLEX
133104-92479,TE,David,David Martin-Robinson,Martin-Robinson,1.5714285714285714,7,4000,NYJ@TEN,TEN,NYJ,,,,,,TE/FLEX
133104-149832,TE,Shane,Shane Zylstra,Zylstra,3.5,1,4000,BUF@HOU,BUF,HOU,,,,,,TE/FLEX
133104-166222,TE,Jeremiah,Jeremiah Franklin,Franklin,,0,4000,MIA@LV,MIA,LV,,,,,,TE/FLEX
133104-152921,RB,Sam,Sam Scott,Scott,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,RB/FLEX
133104-185699,WR,Eric,Eric Rivers Jr.,Rivers Jr.,,0,4000,TB@CIN,TB,CIN,,,,,,WR/FLEX
133104-133478,WR,Arian,Arian Smith,Smith,0.7692307692307693,13,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133104-93540,RB,British,British Brooks,Brooks,0.9750000238418579,8,4000,BUF@HOU,HOU,BUF,Q,Hand,,,,RB/FLEX
133104-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,0.9000000158945719,3,4000,NO@DET,NO,DET,,,,,,TE/FLEX
133104-151914,TE,Moliki,Moliki Matavao,Matavao,2,1,4000,NO@DET,NO,DET,,,,,,TE/FLEX
133104-166253,TE,Sam,Sam Roush,Roush,,0,4000,CHI@CAR,CHI,CAR,,,,,,TE/FLEX
133104-90480,TE,Joel,Joel Wilson,Wilson,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,TE/FLEX
133104-90483,TE,Bernhard,Bernhard Raimann,Raimann,0,2,4000,BAL@IND,IND,BAL,,,,,,TE/FLEX
133104-110977,TE,Thomas,Thomas Gordon,Gordon,,0,4000,NO@DET,DET,NO,,,,,,TE/FLEX
133104-110978,RB,Evan,Evan Hull,Hull,0.9833333492279053,6,4000,ARI@LAC,ARI,LAC,,,,,,RB/FLEX
133104-138636,WR,Brandon,Brandon Hayes,Hayes,,0,4000,WAS@PHI,PHI,WAS,,,,,,WR/FLEX
133104-90522,TE,Cameron,Cameron Latu,Latu,0,3,4000,WAS@PHI,PHI,WAS,,,,,,TE/FLEX
133104-138649,WR,LaJohntay,LaJohntay Wester,Wester,-0.16666666666666666,12,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133104-174494,TE,Miles,Miles Kitselman,Kitselman,,0,4000,NO@DET,DET,NO,Q,Leg,,,,TE/FLEX
133104-94625,WR,Jalen,Jalen Reagor,Reagor,1.5999999727521623,7,4000,MIA@LV,MIA,LV,,,,,,WR/FLEX
133104-133538,WR,Levi,Levi Wentz,Wentz,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133104-151968,TE,Lake,Lake McRee,McRee,,0,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133104-90533,RB,Jerome,Jerome Ford,Ford,2.353846183189979,13,4000,WAS@PHI,WAS,PHI,,,,,,RB/FLEX
133104-112037,WR,Casey,Casey Washington,Washington,2.4799999237060546,5,4000,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133104-103844,WR,Nick,Nick Nash,Nash,,0,4000,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133104-80294,TE,Anthony,Anthony Firkser,Firkser,1.8600000381469726,5,4000,NO@DET,DET,NO,Q,Leg,,,,TE/FLEX
133104-166313,RB,Adam,Adam Randall,Randall,,0,4000,BAL@IND,BAL,IND,,,,,,RB/FLEX
133104-241064,WR,Dohnte,Dohnte Meyers,Meyers,,0,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133104-87469,TE,Jelani,Jelani Woods,Woods,0.44999998807907104,2,4000,NYJ@TEN,NYJ,TEN,,,,,,TE/FLEX
133104-112044,WR,Dalevon,Dalevon Campbell,Campbell,,0,4000,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133104-92590,RB,Raheem,Raheem Blackshear,Blackshear,0.5333333333333333,15,4000,NO@DET,DET,NO,,,,,,RB/FLEX
133104-166322,TE,Philip,Philip Florenzo,Florenzo,,0,4000,ATL@PIT,ATL,PIT,,,,,,TE/FLEX
133104-175539,WR,Vinny,Vinny Anthony II,Anthony II,,0,4000,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133104-40371,TE,Johnny,Johnny Mundt,Mundt,1.4181818528608843,11,4000,WAS@PHI,PHI,WAS,,,,,,TE/FLEX
133104-133558,WR,Luke,Luke Floriea,Floriea,,0,4000,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133104-184756,TE,Hayden,Hayden Large,Large,,0,4000,CHI@CAR,CHI,CAR,,,,,,TE/FLEX
133104-114109,WR,Ainias,Ainias Smith,Smith,2.839999961853027,5,4000,CHI@CAR,CAR,CHI,Q,Undisclosed,,,,WR/FLEX
133104-133564,TE,Marshall,Marshall Lang,Lang,,0,4000,GB@MIN,MIN,GB,,,,,,TE/FLEX
133104-112062,WR,Skyy,Skyy Moore,Moore,0.7000000211927626,18,4000,GB@MIN,GB,MIN,,,,,,WR/FLEX
133104-225739,TE,Cody,Cody Hardy,Hardy,,0,4000,NO@DET,NO,DET,,,,,,TE/FLEX
133104-26057,RB,Michael,Michael Burton,Burton,2.209090839732777,11,4000,CLE@JAC,CLE,JAC,,,,,,RB/FLEX
133104-152014,WR,JP,JP Richardson,Richardson,,0,4000,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133104-173518,WR,Qadir,Qadir Ismail,Ismail,,0,4000,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133104-177614,TE,Marlin,Marlin Klein,Klein,,0,4000,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133104-109007,WR,Josh,Josh Kelly,Kelly,,0,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-109008,WR,Jalen,Jalen Moreno-Cropper,Moreno-Cropper,0,2,4000,NO@DET,NO,DET,,,,,,WR/FLEX
133104-243158,WR,Tyren,Tyren Montgomery,Montgomery,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133104-90583,WR,Tyrell,Tyrell Shavers,Shavers,3.6272728659889917,11,4000,BUF@HOU,BUF,HOU,NA,Knee - acl,,,,WR/FLEX
133104-54746,TE,Tyler,Tyler Ott,Ott,0,1,4000,WAS@PHI,WAS,PHI,,,,,,TE/FLEX
133104-152024,TE,Quentin,Quentin Moore,Moore,,0,4000,WAS@PHI,WAS,PHI,,,,,,TE/FLEX
133104-155096,WR,Quincy,Quincy Skinner Jr.,Skinner Jr.,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133104-243161,TE,Ty,Ty Pezza,Pezza,,0,4000,BAL@IND,BAL,IND,,,,,,TE/FLEX
133104-243160,WR,Michael,Michael Briscoe,Briscoe,,0,4000,GB@MIN,MIN,GB,,,,,,WR/FLEX
133104-63967,WR,Lucky,Lucky Jackson,Jackson,,0,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133104-80353,TE,Robert,Robert Tonyan,Tonyan,0.6000000238418579,1,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133104-157154,WR,Jaden,Jaden Bradley,Bradley,,0,4000,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133104-185827,RB,Jacob,Jacob Saylors,Saylors,0.1100000023841858,10,4000,NO@DET,DET,NO,,,,,,RB/FLEX
133104-169440,WR,Kaden,Kaden Wetjen,Wetjen,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133104-102882,WR,Anthony,Anthony Gould,Gould,0.1600000023841858,10,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133104-71143,TE,Kylen,Kylen Granson,Granson,0.8333333333333334,9,4000,NYJ@TEN,TEN,NYJ,,,,,,TE/FLEX
133104-188900,WR,Michael,Michael Wortham,Wortham,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133104-102902,WR,Trey,Trey Palmer,Palmer,2.085714340209961,14,4000,NO@DET,NO,DET,,,,,,WR/FLEX
133104-184821,RB,Robert,Robert Henry Jr.,Henry Jr.,,0,4000,WAS@PHI,WAS,PHI,,,,,,RB/FLEX
133104-152056,TE,Jerand,Jerand Bradley,Bradley,,0,4000,ARI@LAC,LAC,ARI,,,,,,TE/FLEX
133104-113160,WR,Jakobie,Jakobie Keeney-James,Keeney-James,2.5,1,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133104-89613,WR,Simi,Simi Fehoko,Fehoko,0,1,4000,ARI@LAC,ARI,LAC,,,,,,WR/FLEX
133104-86543,WR,Erik,Erik Ezukanma,Ezukanma,0,1,4000,WAS@PHI,PHI,WAS,,,,,,WR/FLEX
133104-183828,WR,Kevin,Kevin Coleman Jr.,Coleman Jr.,,0,4000,MIA@LV,MIA,LV,Q,Undisclosed,,,,WR/FLEX
133104-129560,WR,Xavier,Xavier Restrepo,Restrepo,2.799999952316284,2,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133104-89627,WR,Brycen,Brycen Tremayne,Tremayne,1.7692307692307692,13,4000,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133104-160287,RB,Amar,Amar Johnson,Johnson,0.800000011920929,1,4000,ARI@LAC,LAC,ARI,,,,,,RB/FLEX
133104-73247,RB,Kene,Kene Nwangwu,Nwangwu,1.0899999618530274,10,4000,NYJ@TEN,NYJ,TEN,,,,,,RB/FLEX
133104-173606,WR,Dillon,Dillon Bell,Bell,,0,4000,GB@MIN,MIN,GB,,,,,,WR/FLEX
133104-156197,TE,Bryson,Bryson Nesbit,Nesbit,,0,4000,GB@MIN,MIN,GB,,,,,,TE/FLEX
133104-226856,TE,JJ,JJ Galbreath,Galbreath,,0,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133104-208430,WR,Bryce,Bryce Lance,Lance,,0,4000,NO@DET,NO,DET,,,,,,WR/FLEX
133104-201260,WR,Mason,Mason Tipton,Tipton,1.8624999523162842,8,4000,NO@DET,NO,DET,NA,Leg,,,,WR/FLEX
133104-226866,WR,Joaquin,Joaquin Davis,Davis,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133104-157232,WR,Jalen,Jalen Walthall,Walthall,,0,4000,NYJ@TEN,NYJ,TEN,Q,Undisclosed,,,,WR/FLEX
133104-238135,TE,Layne,Layne Pryor,Pryor,,0,4000,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133104-226875,WR,Ja'seem,Ja'seem Reed,Reed,,0,4000,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133104-225850,RB,J'Mari,J'Mari Taylor,Taylor,,0,4000,CLE@JAC,JAC,CLE,,,,,,RB/FLEX
133104-138808,TE,Chase,Chase Curtis,Curtis,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,TE/FLEX
133104-226878,TE,Carter,Carter Runyon,Runyon,0.26666667064030963,3,4000,MIA@LV,LV,MIA,,,,,,TE/FLEX
133104-152128,WR,Dominic,Dominic Lovett,Lovett,0,1,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133104-87621,WR,A.T.,A.T. Perry,Perry,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133104-71241,WR,Brandon,Brandon Johnson,Johnson,1.399999976158142,1,4000,MIA@LV,LV,MIA,,,,,,WR/FLEX
133104-104008,TE,Stephen,Stephen Carlson,Carlson,,0,4000,CHI@CAR,CHI,CAR,,,,,,TE/FLEX
133104-114252,WR,Xavier,Xavier Weaver,Weaver,1.4571428298950195,7,4000,ARI@LAC,ARI,LAC,Q,Concussion,,,,WR/FLEX
133104-104019,TE,Matt,Matt Orzech,Orzech,0,2,4000,GB@MIN,GB,MIN,NA,Calf,,,,TE/FLEX
133104-152154,WR,Kaden,Kaden Prather,Prather,,0,4000,GB@MIN,GB,MIN,,,,,,WR/FLEX
133104-139870,WR,Sincere,Sincere Brown,Brown,,0,4000,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133104-152159,WR,Bryson,Bryson Green,Green,,0,4000,ARI@LAC,ARI,LAC,,,,,,WR/FLEX
133104-176732,WR,Marcus,Marcus Sanders Jr.,Sanders Jr.,,0,4000,GB@MIN,MIN,GB,,,,,,WR/FLEX
133104-138854,WR,Ke'Shawn,Ke'Shawn Williams,Williams,0,11,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133104-129641,WR,Will,Will Sheppard,Sheppard,,0,4000,GB@MIN,GB,MIN,,,,,,WR/FLEX
133104-131694,TE,Luke,Luke Lachey,Lachey,,0,4000,GB@MIN,GB,MIN,IR,Foot,,,,TE/FLEX
133104-206447,RB,Max,Max Hurleman,Hurleman,,0,4000,ATL@PIT,PIT,ATL,,,,,,RB/FLEX
133104-95854,WR,Montrell,Montrell Washington,Washington,0,2,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-56947,TE,Chris,Chris Myarick,Myarick,,0,4000,MIA@LV,LV,MIA,,,,,,TE/FLEX
133104-201342,RB,Chris,Chris Collier,Collier,0.2166666587193807,6,4000,MIA@LV,LV,MIA,IR,Undisclosed,,,,RB/FLEX
133104-158338,WR,Max,Max Tomczak,Tomczak,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-167552,TE,Dae'Quan,Dae'Quan Wright,Wright,,0,4000,CLE@JAC,CLE,JAC,,,,,,TE/FLEX
133104-135812,WR,Quentin,Quentin Skinner,Skinner,3.5,1,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-141956,TE,Beau,Beau Gardner,Gardner,,0,4000,CHI@CAR,CHI,CAR,,,,,,TE/FLEX
133104-172683,RB,Anthony,Anthony Hankerson,Hankerson,,0,4000,MIA@LV,MIA,LV,,,,,,RB/FLEX
133104-167561,WR,Juice,Juice Wells Jr.,Wells Jr.,,0,4000,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133104-135824,WR,Luke,Luke Grimm,Grimm,,0,4000,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133104-245393,WR,Mante,Mante Morrow,Morrow,,0,4000,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133104-64147,WR,Britain,Britain Covey,Covey,0.42857142857142855,7,4000,WAS@PHI,PHI,WAS,Q,Hamstring,,,,WR/FLEX
133104-93845,WR,Tay,Tay Martin,Martin,1.649999976158142,2,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133104-152219,WR,Lewis,Lewis Bond,Bond,,0,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-167588,WR,Jacoby,Jacoby Jones,Jones,3,1,4000,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133104-128681,TE,Caden,Caden Prieskorn,Prieskorn,,0,4000,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133104-94888,TE,Messiah,Messiah Swinson,Swinson,,0,4000,GB@MIN,GB,MIN,,,,,,TE/FLEX
133104-152232,WR,Jordan,Jordan Moore,Moore,,0,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133104-185010,WR,DT,DT Sheffield,Sheffield,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133104-87731,WR,Dominique,Dominique Robinson,Robinson,0,12,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-104117,TE,Joshua,Joshua Simon,Simon,,0,4000,ATL@PIT,ATL,PIT,,,,,,TE/FLEX
133104-69302,TE,Feleipe,Feleipe Franks,Franks,0.0800000011920929,5,4000,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133104-158399,RB,Jackson,Jackson Acker,Acker,,0,4000,BUF@HOU,BUF,HOU,,,,,,RB/FLEX
133104-185024,TE,Ethan,Ethan Conner,Conner,,0,4000,CLE@JAC,JAC,CLE,,,,,,TE/FLEX
133104-128717,WR,Corey,Corey Rucker,Rucker,,0,4000,MIA@LV,LV,MIA,IR,Undisclosed,,,,WR/FLEX
133104-92882,TE,Connor,Connor Heyward,Heyward,2.1583333015441895,12,4000,MIA@LV,LV,MIA,,,,,,TE/FLEX
133104-174801,TE,RJ,RJ Maryland,Maryland,,0,4000,GB@MIN,GB,MIN,IR,Hamstring,,,,TE/FLEX
133104-111325,RB,Ulysses,Ulysses Bentley IV,Bentley IV,0,1,4000,BAL@IND,IND,BAL,,,,,,RB/FLEX
133104-104165,RB,Lew,Lew Nichols,Nichols,0,1,4000,ATL@PIT,PIT,ATL,,,,,,RB/FLEX
