Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
133104-86687,WR,Hollywood,Hollywood Brown,Brown,7.074999809265137,16,5100,WAS@PHI,PHI,WAS,,,,,,WR/FLEX
133104-172715,WR,Omar,Omar Cooper Jr.,Cooper Jr.,,0,5100,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133104-55042,TE,Dalton,Dalton Schultz,Schultz,7.636842426500823,19,5100,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133104-71706,TE,T.J.,T.J. Hockenson,Hockenson,5.820000203450521,15,5000,GB@MIN,MIN,GB,,,,,,TE/FLEX
133104-103511,WR,Devaughn,Devaughn Vele,Vele,5.977777693006727,9,5000,NO@DET,NO,DET,,,,,,WR/FLEX
133104-88297,TE,Chig,Chig Okonkwo,Okonkwo,5.647058823529412,17,5000,WAS@PHI,WAS,PHI,,,,,,TE/FLEX
133104-12554,D,Jacksonville,Jacksonville Jaguars,Jaguars,8.166666666666666,18,5000,CLE@JAC,JAC,CLE,,,,,,DEF
133104-152007,WR,Jaylin,Jaylin Noel,Noel,2.9157895539936267,19,5000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-88575,WR,Elijah,Elijah Moore,Moore,2.5,10,5000,WAS@PHI,PHI,WAS,,,,,,WR/FLEX
133104-63050,RB,Ty,Ty Johnson,Johnson,5.194117826573989,17,5000,BUF@HOU,BUF,HOU,Q,Knee,,,,RB/FLEX
133104-86811,TE,Cade,Cade Otton,Otton,6.179999796549479,15,5000,TB@CIN,TB,CIN,,,,,,TE/FLEX
133104-107293,RB,Tyjae,Tyjae Spears,Spears,6.861538226787861,13,5000,NYJ@TEN,TEN,NYJ,Q,Undisclosed,,,,RB/FLEX
133104-172861,WR,Elic,Elic Ayomanor,Ayomanor,6,16,5000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133104-137059,RB,Sean,Sean Tucker,Tucker,5.317647148581112,17,5000,TB@CIN,TB,CIN,,,,,,RB/FLEX
133104-185593,WR,Andrei,Andrei Iosivas,Iosivas,4.893333435058594,15,4900,TB@CIN,CIN,TB,,,,,,WR/FLEX
133104-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,7.833333333333333,18,4900,ATL@PIT,PIT,ATL,,,,,,DEF
133104-133477,TE,Darnell,Darnell Washington,Washington,4.453846271221455,13,4900,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133104-190930,WR,Ja'Kobi,Ja'Kobi Lane,Lane,,0,4900,BAL@IND,BAL,IND,,,,,,WR/FLEX
133104-152103,RB,Jaylen,Jaylen Wright,Wright,5.411111195882161,9,4900,MIA@LV,MIA,LV,,,,,,RB/FLEX
133104-157467,WR,Keon,Keon Coleman,Coleman,7,14,4900,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-91931,TE,Greg,Greg Dulcich,Dulcich,5.533333248562283,9,4900,MIA@LV,MIA,LV,,,,,,TE/FLEX
133104-92976,WR,Tutu,Tutu Atwell,Atwell,3.5250000953674316,8,4900,MIA@LV,MIA,LV,,,,,,WR/FLEX
133104-166749,RB,LeQuint,LeQuint Allen Jr.,Allen Jr.,1.2647058823529411,17,4900,CLE@JAC,JAC,CLE,,,,,,RB/FLEX
133104-119697,RB,MarShawn,MarShawn Lloyd,Lloyd,2.299999952316284,1,4900,GB@MIN,GB,MIN,,,,,,RB/FLEX
133104-56265,TE,Mike,Mike Gesicki,Gesicki,4.725000063578288,12,4900,TB@CIN,CIN,TB,,,,,,TE/FLEX
133104-55335,TE,David,David Njoku,Njoku,6.345454822887074,11,4800,ARI@LAC,LAC,ARI,,,,,,TE/FLEX
133104-168054,TE,Mason,Mason Taylor,Taylor,5.146153963529146,13,4800,NYJ@TEN,NYJ,TEN,,,,,,TE/FLEX
133104-151741,WR,Jack,Jack Bech,Bech,2.7000001271565757,12,4800,MIA@LV,LV,MIA,,,,,,WR/FLEX
133104-183488,WR,Isaac,Isaac TeSlaa,TeSlaa,4.850000108991351,14,4800,NO@DET,DET,NO,,,,,,WR/FLEX
133104-167110,WR,Denzel,Denzel Boston,Boston,,0,4800,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133104-52451,RB,Samaje,Samaje Perine,Perine,4.626666768391927,15,4800,TB@CIN,CIN,TB,,,,,,RB/FLEX
133104-86244,TE,Pat,Pat Freiermuth,Freiermuth,6.150000095367432,16,4800,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133104-12527,D,Chicago,Chicago Bears,Bears,6.368421052631579,19,4800,CHI@CAR,CHI,CAR,,,,,,DEF
133104-120085,RB,Seth,Seth McGowan,McGowan,,0,4800,BAL@IND,IND,BAL,,,,,,RB/FLEX
133104-114198,WR,Xavier,Xavier Legette,Legette,4.568749904632568,16,4800,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133104-152148,TE,Gunnar,Gunnar Helm,Helm,4.356249809265137,16,4800,NYJ@TEN,TEN,NYJ,,,,,,TE/FLEX
133104-158412,RB,Braelon,Braelon Allen,Allen,3.575000047683716,4,4800,NYJ@TEN,NYJ,TEN,,,,,,RB/FLEX
133104-70422,WR,Kalif,Kalif Raymond,Raymond,3.914285659790039,14,4800,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133104-119788,WR,Xavier,Xavier Hutchinson,Hutchinson,5,18,4800,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-64585,TE,Dawson,Dawson Knox,Knox,5.272222306993273,18,4700,BUF@HOU,BUF,HOU,,,,,,TE/FLEX
133104-129112,WR,Chimere,Chimere Dike,Dike,6.005882263183594,17,4700,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133104-12532,D,Detroit,Detroit Lions,Lions,5.705882352941177,17,4700,NO@DET,DET,NO,,,,,,DEF
133104-154971,RB,Devin,Devin Neal,Neal,5.722222222222222,9,4700,NO@DET,NO,DET,Q,Hamstring,,,,RB/FLEX
133104-80289,WR,Kendrick,Kendrick Bourne,Bourne,5.306666564941406,15,4700,ARI@LAC,ARI,LAC,,,,,,WR/FLEX
133104-129546,WR,Tre',Tre' Harris,Harris,3.376470677992877,17,4700,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133104-184873,TE,Kenyon,Kenyon Sadiq,Sadiq,,0,4700,NYJ@TEN,NYJ,TEN,Q,Abdomen,,,,TE/FLEX
133104-167636,WR,Germie,Germie Bernard,Bernard,,0,4700,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133104-138037,WR,Roman,Roman Wilson,Wilson,3.6222220526801214,9,4700,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133104-103308,RB,Jawhar,Jawhar Jordan,Jordan,7.300000190734863,4,4700,BUF@HOU,HOU,BUF,Q,Hip,,,,RB/FLEX
133104-183251,WR,Zachariah,Zachariah Branch,Branch,,0,4700,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133104-103378,TE,Erick,Erick All Jr.,All Jr.,3.2249999046325684,8,4700,TB@CIN,CIN,TB,,,,,,TE/FLEX
133104-91101,TE,Tommy,Tommy Tremble,Tremble,3.3812499046325684,16,4700,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133104-166896,RB,Kaytron,Kaytron Allen,Allen,,0,4700,WAS@PHI,WAS,PHI,,,,,,RB/FLEX
133104-71705,TE,Noah,Noah Fant,Fant,4.446153787466196,13,4600,NO@DET,NO,DET,,,,,,TE/FLEX
133104-103547,WR,Luke,Luke McCaffrey,McCaffrey,5.088888804117839,9,4600,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133104-174245,WR,Isaiah,Isaiah Bond,Bond,3.046666717529297,15,4600,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133104-12548,D,Los Angeles,Los Angeles Chargers,Chargers,6.888888888888889,18,4600,ARI@LAC,LAC,ARI,,,,,,DEF
133104-158983,TE,Ja'Tavion,Ja'Tavion Sanders,Sanders,3.590909090909091,11,4600,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133104-103694,RB,Ray,Ray Davis,Davis,3.3894737645199426,19,4600,BUF@HOU,BUF,HOU,,,,,,RB/FLEX
133104-102696,WR,John,John Metchie III,Metchie III,4.261538578913762,13,4600,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133104-93538,WR,Dyami,Dyami Brown,Brown,3.609090978449041,11,4600,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133104-151909,WR,Dont'e,Dont'e Thornton Jr.,Thornton Jr.,1.6818181818181819,11,4600,MIA@LV,LV,MIA,Q,Undisclosed,,,,WR/FLEX
133104-87418,WR,Joshua,Joshua Palmer,Palmer,3.441666603088379,12,4600,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-56711,TE,Drew,Drew Sample,Sample,2.218181783502752,11,4600,TB@CIN,CIN,TB,,,,,,TE/FLEX
133104-172647,WR,Caleb,Caleb Douglas,Douglas,,0,4600,MIA@LV,MIA,LV,,,,,,WR/FLEX
133104-128693,RB,Tank,Tank Bigsby,Bigsby,3.575000047683716,16,4600,WAS@PHI,PHI,WAS,,,,,,RB/FLEX
133104-138998,TE,Michael,Michael Mayer,Mayer,4.33076917208158,13,4600,MIA@LV,LV,MIA,,,,,,TE/FLEX
133104-166898,RB,Nick,Nick Singleton,Singleton,,0,4600,NYJ@TEN,TEN,NYJ,,,,,,RB/FLEX
133104-183410,WR,Malik,Malik Benson,Benson,,0,4500,MIA@LV,LV,MIA,,,,,,WR/FLEX
133104-112780,WR,Jamari,Jamari Thrash,Thrash,1.962499976158142,8,4500,CLE@JAC,CLE,JAC,IR,Undisclosed,,,,WR/FLEX
133104-90307,TE,Daniel,Daniel Bellinger,Bellinger,4.174999872843425,12,4500,NYJ@TEN,TEN,NYJ,,,,,,TE/FLEX
133104-12545,D,Philadelphia,Philadelphia Eagles,Eagles,7.777777777777778,18,4500,WAS@PHI,PHI,WAS,,,,,,DEF
133104-91488,RB,Chris,Chris Brooks,Brooks,1.837499976158142,16,4500,GB@MIN,GB,MIN,,,,,,RB/FLEX
133104-129422,TE,Nate,Nate Boerkircher,Boerkircher,,0,4500,CLE@JAC,JAC,CLE,,,,,,TE/FLEX
133104-154008,RB,Mike,Mike Washington Jr.,Washington Jr.,,0,4500,MIA@LV,LV,MIA,,,,,,RB/FLEX
133104-193004,WR,Jahdae,Jahdae Walker,Walker,7.900000254313151,3,4500,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133104-92677,RB,Zavier,Zavier Scott,Scott,3.220000076293945,10,4500,GB@MIN,MIN,GB,,,,,,RB/FLEX
133104-206341,WR,Ted,Ted Hurst III,Hurst III,,0,4500,TB@CIN,TB,CIN,,,,,,WR/FLEX
133104-160306,RB,Pierre,Pierre Strong Jr.,Strong Jr.,2.3500000635782876,12,4500,GB@MIN,GB,MIN,,,,,,RB/FLEX
133104-184917,WR,Elijah,Elijah Sarratt,Sarratt,,0,4500,BAL@IND,BAL,IND,,,,,,WR/FLEX
133104-155293,RB,DJ,DJ Giddens,Giddens,1.9200000762939453,5,4500,BAL@IND,IND,BAL,Q,Hamstring,,,,RB/FLEX
133104-120642,WR,Savion,Savion Williams,Williams,1.7083333333333333,12,4500,GB@MIN,GB,MIN,,,,,,WR/FLEX
133104-156527,WR,Devontez,Devontez Walker,Walker,5.766666412353516,6,4500,BAL@IND,BAL,IND,,,,,,WR/FLEX
133104-128912,WR,Mitch,Mitch Tinsley,Tinsley,3.450000047683716,8,4500,TB@CIN,CIN,TB,,,,,,WR/FLEX
133104-91047,TE,Cole,Cole Kmet,Kmet,4.1333334181043835,18,4500,CHI@CAR,CHI,CAR,,,,,,TE/FLEX
133104-91046,TE,Brock,Brock Wright,Wright,4.257142748151507,7,4500,NO@DET,DET,NO,,,,,,TE/FLEX
133104-69558,WR,Greg,Greg Dortch,Dortch,5.049999872843425,12,4500,NO@DET,DET,NO,,,,,,WR/FLEX
133104-152607,WR,Deion,Deion Burks,Burks,,0,4400,BAL@IND,IND,BAL,,,,,,WR/FLEX
133104-137265,TE,Ben,Ben Sinnott,Sinnott,2.862499952316284,8,4400,WAS@PHI,WAS,PHI,,,,,,TE/FLEX
133104-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,0.4,15,4400,ARI@LAC,ARI,LAC,,,,,,WR/FLEX
133104-12556,D,Houston,Houston Texans,Texans,10.842105263157896,19,4400,BUF@HOU,HOU,BUF,,,,,,DEF
133104-60712,TE,Foster,Foster Moreau,Moreau,1.3428570883614677,7,4400,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133104-87432,WR,Cedric,Cedric Tillman,Tillman,4.125,12,4400,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133104-92606,WR,Bo,Bo Melton,Melton,1.8500000635782878,12,4400,GB@MIN,GB,MIN,,,,,,WR/FLEX
133104-157150,RB,Audric,Audric Estime,Estime,8.419999694824218,5,4400,NO@DET,NO,DET,,,,,,RB/FLEX
133104-154245,TE,Seydou,Seydou Traore,Traore,,0,4400,MIA@LV,MIA,LV,,,,,,TE/FLEX
133104-158402,WR,Skyler,Skyler Bell,Bell,,0,4400,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-170825,WR,Chris,Chris Bell,Bell,,0,4400,MIA@LV,MIA,LV,O,Knee - acl,,,,WR/FLEX
133104-71521,RB,Justice,Justice Hill,Hill,5.470000076293945,10,4400,BAL@IND,BAL,IND,,,,,,RB/FLEX
133104-134023,RB,Keaton,Keaton Mitchell,Mitchell,3.915384732759916,13,4400,ARI@LAC,LAC,ARI,,,,,,RB/FLEX
133104-128986,WR,Jaylin,Jaylin Lane,Lane,2.942857197352818,14,4400,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133104-72705,TE,John,John Bates,Bates,2.422222137451172,9,4300,WAS@PHI,WAS,PHI,Q,Hamstring,,,,TE/FLEX
133104-60451,TE,Tyler,Tyler Conklin,Conklin,2.300000031789144,6,4300,NO@DET,DET,NO,,,,,,TE/FLEX
133104-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,1.7363636710427024,11,4300,MIA@LV,LV,MIA,,,,,,RB/FLEX
133104-173241,WR,Barion,Barion Brown,Brown,,0,4300,NO@DET,NO,DET,,,,,,WR/FLEX
133104-166106,RB,Damien,Damien Martinez,Martinez,,0,4300,GB@MIN,GB,MIN,,,,,,RB/FLEX
133104-151777,TE,Eli,Eli Stowers,Stowers,,0,4300,WAS@PHI,PHI,WAS,,,,,,TE/FLEX
133104-86255,TE,Josh,Josh Whyle,Whyle,1.9000000272478377,7,4300,GB@MIN,GB,MIN,,,,,,TE/FLEX
133104-174329,WR,Brenen,Brenen Thompson,Thompson,,0,4300,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133104-151806,RB,Raheim,Raheim Sanders,Sanders,4.699999809265137,4,4300,CLE@JAC,CLE,JAC,,,,,,RB/FLEX
133104-12555,D,Baltimore,Baltimore Ravens,Ravens,5.705882352941177,17,4300,BAL@IND,BAL,IND,,,,,,DEF
133104-33047,WR,Chris,Chris Moore,Moore,3.3099998474121093,10,4300,BAL@IND,BAL,IND,,,,,,WR/FLEX
133104-167306,TE,Tanner,Tanner Koziol,Koziol,,0,4300,CLE@JAC,JAC,CLE,,,,,,TE/FLEX
133104-160213,RB,Isaiah,Isaiah Davis,Davis,3.793750047683716,16,4300,NYJ@TEN,NYJ,TEN,Q,Knee,,,,RB/FLEX
133104-87515,WR,Tylan,Tylan Wallace,Wallace,1.3888888888888888,9,4300,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133104-201230,RB,Dylan,Dylan Laube,Laube,0.12941176751080682,17,4300,MIA@LV,LV,MIA,,,,,,RB/FLEX
133104-104012,WR,Ashton,Ashton Dulin,Dulin,1.5909090909090908,11,4300,BAL@IND,IND,BAL,,,,,,WR/FLEX
133104-27229,RB,Ameer,Ameer Abdullah,Abdullah,2.146153816810021,13,4300,CLE@JAC,JAC,CLE,,,,,,RB/FLEX
133104-142042,RB,Trey,Trey Benson,Benson,7.224999904632568,4,4300,ARI@LAC,ARI,LAC,,,,,,RB/FLEX
133104-147168,WR,Chris,Chris Blair,Blair,0,1,4300,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133104-57091,WR,Tim,Tim Patrick,Patrick,3.1571429116385326,14,4300,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133104-86800,TE,Colson,Colson Yankoff,Yankoff,0.699999988079071,4,4300,WAS@PHI,WAS,PHI,,,,,,TE/FLEX
133104-173994,WR,Zavion,Zavion Thomas,Thomas,,0,4300,CHI@CAR,CHI,CAR,Q,Knee,,,,WR/FLEX
133104-119722,WR,Johnny,Johnny Wilson,Wilson,1.2300000190734863,10,4300,WAS@PHI,PHI,WAS,Q,Knee,,,,WR/FLEX
133104-168916,RB,Kaleb,Kaleb Johnson,Johnson,0.6300000190734864,10,4300,ATL@PIT,PIT,ATL,,,,,,RB/FLEX
133104-152537,WR,Tai,Tai Felton,Felton,0.4444444444444444,9,4300,GB@MIN,MIN,GB,,,,,,WR/FLEX
133104-111637,TE,Cade,Cade Stover,Stover,2.237499952316284,8,4200,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133104-133180,TE,Ben,Ben Yurosek,Yurosek,0.8000000317891439,3,4200,GB@MIN,MIN,GB,,,,,,TE/FLEX
133104-64581,WR,Van,Van Jefferson,Jefferson,3.9642857142857144,14,4200,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133104-89185,TE,Ben,Ben Sims,Sims,1.5,3,4200,MIA@LV,MIA,LV,Q,Undisclosed,,,,TE/FLEX
133104-83117,TE,Tanner,Tanner Hudson,Hudson,3.8299999237060547,10,4200,TB@CIN,CIN,TB,,,,,,TE/FLEX
133104-40126,TE,Austin,Austin Hooper,Hooper,3.293750047683716,16,4200,ATL@PIT,ATL,PIT,,,,,,TE/FLEX
133104-12533,D,Green Bay,Green Bay Packers,Packers,4.611111111111111,18,4200,GB@MIN,GB,MIN,,,,,,DEF
133104-137488,RB,Rasheen,Rasheen Ali,Ali,1.5153846740722656,13,4200,BAL@IND,BAL,IND,,,,,,RB/FLEX
133104-171332,WR,Reggie,Reggie Virgil,Virgil,,0,4200,ARI@LAC,ARI,LAC,,,,,,WR/FLEX
133104-56648,RB,Jeremy,Jeremy McNichols,McNichols,3.762500047683716,16,4200,WAS@PHI,WAS,PHI,,,,,,RB/FLEX
133104-93539,RB,Michael,Michael Carter,Carter,6.346153846153846,13,4200,NYJ@TEN,TEN,NYJ,,,,,,RB/FLEX
133104-63907,TE,Josh,Josh Oliver,Oliver,3.9583333333333335,12,4200,GB@MIN,MIN,GB,,,,,,TE/FLEX
133104-112041,WR,Isaiah,Isaiah Williams,Williams,3.1499998910086497,14,4200,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133104-112101,WR,Jared,Jared Wayne,Wayne,3,1,4200,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-154124,TE,Mitchell,Mitchell Evans,Evans,2.7642857687813893,14,4200,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133104-103966,TE,Stone,Stone Smartt,Smartt,1.7399999618530273,5,4200,WAS@PHI,PHI,WAS,,,,,,TE/FLEX
133104-226859,WR,Darius,Darius Cooper,Cooper,2.5166667302449546,6,4200,WAS@PHI,PHI,WAS,,,,,,WR/FLEX
133104-102986,TE,Elijah,Elijah Higgins,Higgins,2.873333231608073,15,4200,ARI@LAC,ARI,LAC,,,,,,TE/FLEX
133104-113228,TE,Luke,Luke Musgrave,Musgrave,2.7571427481515065,14,4200,GB@MIN,GB,MIN,NA,Neck,,,,TE/FLEX
133104-87634,TE,Blake,Blake Whiteheart,Whiteheart,0.17499999701976776,8,4200,CLE@JAC,CLE,JAC,,,,,,TE/FLEX
133104-200291,TE,Jackson,Jackson Hawes,Hawes,3.4384615971491885,13,4200,BUF@HOU,BUF,HOU,,,,,,TE/FLEX
133104-172646,RB,Trevor,Trevor Etienne,Etienne,0.47777779897054035,18,4200,CHI@CAR,CAR,CHI,,,,,,RB/FLEX
133104-88685,WR,Austin,Austin Trammell,Trammell,1.0166666507720947,6,4200,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133104-85672,WR,Terrace,Terrace Marshall Jr.,Marshall Jr.,1.1199999809265138,5,4200,MIA@LV,MIA,LV,,,,,,WR/FLEX
133104-103083,WR,Theo,Theo Wease Jr.,Wease Jr.,7.633333206176758,3,4200,MIA@LV,MIA,LV,,,,,,WR/FLEX
133104-88752,WR,Charlie,Charlie Jones,Jones,0.46153846153846156,13,4200,TB@CIN,CIN,TB,,,,,,WR/FLEX
133104-87815,TE,Jeremy,Jeremy Ruckert,Ruckert,2.7230770404522238,13,4200,NYJ@TEN,NYJ,TEN,,,,,,TE/FLEX
133104-103187,RB,Roschon,Roschon Johnson,Johnson,0.5666666825612386,3,4200,CHI@CAR,CHI,CAR,,,,,,RB/FLEX
133104-128805,WR,KeAndre,KeAndre Lambert-Smith,Lambert-Smith,1.5111111534966364,9,4200,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133104-201535,WR,Kameron,Kameron Johnson,Johnson,0.981249988079071,16,4200,TB@CIN,TB,CIN,,,,,,WR/FLEX
133104-120657,RB,Kendre,Kendre Miller,Miller,4.399999891008649,7,4200,NO@DET,NO,DET,Q,Back,,,,RB/FLEX
133104-93075,TE,Hunter,Hunter Long,Long,3.7857142857142856,7,4200,CLE@JAC,JAC,CLE,,,,,,TE/FLEX
133104-42046,TE,Durham,Durham Smythe,Smythe,0.9428571292332241,7,4100,BAL@IND,BAL,IND,,,,,,TE/FLEX
133104-79987,WR,David,David Moore,Moore,0.7333333492279053,3,4100,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133104-61555,WR,David,David Sills V,Sills V,3.3416665395100913,12,4100,TB@CIN,TB,CIN,,,,,,WR/FLEX
133104-83083,WR,Justin,Justin Watson,Watson,1.5,3,4100,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133104-168076,RB,Sione,Sione Vaki,Vaki,0.06666666766007741,6,4100,NO@DET,DET,NO,Q,Nose,,,,RB/FLEX
133104-93391,TE,Payne,Payne Durham,Durham,0.3200000047683716,5,4100,TB@CIN,TB,CIN,,,,,,TE/FLEX
133104-63717,RB,Alec,Alec Ingold,Ingold,1.1222222646077473,9,4100,ARI@LAC,LAC,ARI,,,,,,RB/FLEX
133104-12526,D,Buffalo,Buffalo Bills,Bills,6.105263157894737,19,4100,BUF@HOU,BUF,HOU,,,,,,DEF
133104-94481,WR,Deven,Deven Thompkins,Thompkins,0.6714285441807338,7,4100,MIA@LV,LV,MIA,,,,,,WR/FLEX
133104-87371,RB,Ty,Ty Chandler,Chandler,2.433333396911621,3,4100,NO@DET,NO,DET,,,,,,RB/FLEX
133104-89437,WR,Tim,Tim Jones,Jones,1,2,4100,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133104-63855,WR,K.J.,K.J. Osborn,Osborn,2.171428544180734,7,4100,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133104-71032,WR,Devin,Devin Duvernay,Duvernay,0.18947367919118782,19,4100,ARI@LAC,ARI,LAC,,,,,,WR/FLEX
133104-56698,WR,Dante,Dante Pettis,Pettis,2.171428544180734,7,4100,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-94621,WR,Derius,Derius Davis,Davis,0.041666666666666664,12,4100,ARI@LAC,LAC,ARI,,,,,,WR/FLEX
133104-71105,WR,Ben,Ben Skowronek,Skowronek,1.2416666348775227,12,4100,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133104-133615,WR,Dontae,Dontae Fleming,Fleming,,0,4100,GB@MIN,MIN,GB,,,,,,WR/FLEX
133104-60981,TE,Charlie,Charlie Heck,Heck,,0,4100,MIA@LV,MIA,LV,,,,,,TE/FLEX
133104-147049,TE,Drew,Drew Ogletree,Ogletree,2.1399999618530274,5,4100,BAL@IND,IND,BAL,,,,,,TE/FLEX
133104-87668,WR,Shedrick,Shedrick Jackson,Jackson,4.633333206176758,3,4100,MIA@LV,LV,MIA,,,,,,WR/FLEX
133104-88699,RB,Jaret,Jaret Patterson,Patterson,3.4571429661342075,7,4100,ARI@LAC,LAC,ARI,,,,,,RB/FLEX
133104-85635,TE,Charlie,Charlie Kolar,Kolar,2.40000005868765,13,4100,ARI@LAC,LAC,ARI,,,,,,TE/FLEX
133104-86682,TE,Grant,Grant Calcaterra,Calcaterra,2.0111111534966364,9,4100,WAS@PHI,PHI,WAS,,,,,,TE/FLEX
133104-71351,TE,Charlie,Charlie Woerner,Woerner,1.100000023841858,8,4100,ATL@PIT,ATL,PIT,,,,,,TE/FLEX
133104-71352,WR,Mecole,Mecole Hardman Jr.,Hardman Jr.,1.6333333651224773,3,4100,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133104-110274,WR,Bub,Bub Means,Means,5.574999809265137,4,4100,NO@DET,NO,DET,,,,,,WR/FLEX
133104-86747,WR,Dylan,Dylan Drummond,Drummond,1.5399999618530273,5,4100,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133104-128765,RB,Nathan,Nathan Carter,Carter,2,2,4100,ATL@PIT,ATL,PIT,,,,,,RB/FLEX
133104-157438,WR,Jimmy,Jimmy Horn Jr.,Horn Jr.,2.109090978449041,11,4100,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133104-72515,TE,Ian,Ian Thomas,Thomas,2.557142802647182,7,4100,MIA@LV,LV,MIA,,,,,,TE/FLEX
133104-61273,WR,Scotty,Scotty Miller,Miller,2.1399999618530274,5,4100,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133104-169834,WR,Dareke,Dareke Young,Young,0.5800000190734863,10,4100,MIA@LV,LV,MIA,,,,,,WR/FLEX
133104-128913,WR,Malachi,Malachi Corley,Corley,2.175000031789144,12,4100,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133104-137122,RB,Tahj,Tahj Brooks,Brooks,0.737500011920929,8,4100,TB@CIN,CIN,TB,,,,,,RB/FLEX
133104-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,5.3,5,4100,NO@DET,NO,DET,,,,,,WR/FLEX
133104-137139,WR,Myles,Myles Price,Price,-0.375,16,4100,GB@MIN,MIN,GB,,,,,,WR/FLEX
133104-152520,RB,Will,Will Shipley,Shipley,0.9400000254313151,15,4100,WAS@PHI,PHI,WAS,,,,,,RB/FLEX
133104-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,1.150000015894572,6,4100,NO@DET,DET,NO,,,,,,WR/FLEX
133104-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,2.2000000693581323,11,4100,BAL@IND,IND,BAL,,,,,,TE/FLEX
133104-178158,WR,Colbie,Colbie Young,Young,,0,4100,TB@CIN,CIN,TB,,,,,,WR/FLEX
133104-173066,RB,CJ,CJ Donaldson,Donaldson,,0,4000,NO@DET,NO,DET,,,,,,RB/FLEX
133104-90123,TE,Quintin,Quintin Morris,Morris,1.8125,8,4000,CLE@JAC,JAC,CLE,,,,,,TE/FLEX
133104-167950,TE,Oscar,Oscar Delp,Delp,,0,4000,NO@DET,NO,DET,,,,,,TE/FLEX
133104-41997,WR,River,River Cracraft,Cracraft,0,2,4000,WAS@PHI,WAS,PHI,,,,,,WR/FLEX
133104-156684,RB,Kye,Kye Robichaux,Robichaux,,0,4000,NO@DET,DET,NO,Q,Undisclosed,,,,RB/FLEX
133104-152593,WR,Harrison,Harrison Wallace III,Wallace III,,0,4000,ARI@LAC,ARI,LAC,,,,,,WR/FLEX
133104-175126,WR,Chris,Chris Brazzell II,Brazzell II,,0,4000,CHI@CAR,CAR,CHI,IR,Knee,,,,WR/FLEX
